session,equity,cash,long,short,spy,n_positions,n_trades,cost
2026-09-02T16:00:00-04:00,999.9,333.3,666.6,0,765.1599731445312,2,2,0.1
2026-09-03T09:30:00-04:00,995.0254,995.0254,0,0,762.4500122070312,0,2,0.0993
2026-09-03T16:00:00-04:00,994.9536,331.6512,663.3,0,769.7849731445312,2,2,0.0995
2026-09-04T09:30:00-04:00,1001.8929,1001.8929,0,0,767.9000244140625,0,2,0.1
2026-09-04T16:00:00-04:00,1001.7873,0.0,1001.79,0,772.2849731445312,3,3,0.1336
