session,equity,cash,long,short,spy,n_positions,n_trades,cost
2026-09-01T16:00:00-04:00,999.8667,0.0,999.87,0,761.780029296875,3,3,0.1333
2026-09-02T09:30:00-04:00,1000.2809,333.1211,667.16,0,762.450012,2,1,0.0333
2026-09-02T16:00:00-04:00,1005.2581,333.131,672.13,0,765.2000122070312,2,0,0.0
2026-09-03T09:30:00-04:00,1000.2158,1000.2158,0,0,762.4500122070312,0,2,0.1
2026-09-04T09:30:00-04:00,1000.3182,1000.3182,0,0,767.9000244140625,0,0,0
